day,infected_population,recovered_population,city_id,data_role
31,44.32794986757783,139.1205164911402,city1,evaluation_only
32,46.592009995982416,141.2847222535934,city1,evaluation_only
33,52.317380223936766,143.04095639186417,city1,evaluation_only
34,53.10849148243779,150.91122706010847,city1,evaluation_only
35,49.653682543900395,163.7981751446599,city1,evaluation_only
36,51.6062963597384,169.8239735601107,city1,evaluation_only
37,58.5023574655093,179.49123028210965,city1,evaluation_only
38,64.6067445046158,184.38355381864756,city1,evaluation_only
39,68.39898901016446,193.5463558221107,city1,evaluation_only
40,62.98721146527145,204.78437019674624,city1,evaluation_only
41,66.22774631942933,216.7748938296762,city1,evaluation_only
42,69.83682952724082,227.28400905143803,city1,evaluation_only
43,75.95714039347982,240.65584444403498,city1,evaluation_only
44,77.323340228262,251.66370382047657,city1,evaluation_only
45,77.37957015914982,265.65102502117736,city1,evaluation_only
46,92.40122809804981,270.9093391348129,city1,evaluation_only
47,107.8454291435577,276.749677912424,city1,evaluation_only
48,110.96152222153874,294.4934576021278,city1,evaluation_only
49,116.74677212021328,311.83886241902707,city1,evaluation_only
50,127.16146059573676,322.4222703822164,city1,evaluation_only
51,134.50220549962552,341.76688101574246,city1,evaluation_only
52,134.53361063596557,370.1306263576168,city1,evaluation_only
53,149.3561985037404,389.62404327265074,city1,evaluation_only
54,157.9434874192428,412.7786248880779,city1,evaluation_only
55,172.04790831410435,435.9226286532962,city1,evaluation_only
56,177.2320436392173,458.7577324633219,city1,evaluation_only
57,181.07518839024942,493.1347449306628,city1,evaluation_only
58,186.71987600973947,521.743678994062,city1,evaluation_only
59,200.04199345074196,549.1989563371161,city1,evaluation_only
60,210.11020487306092,570.890012367462,city1,evaluation_only
