day,infected_population,recovered_population,city_id,data_role
1,21.297915738940834,0.6123906018216172,city2,dellma_input
2,22.95391294151668,4.781360353365973,city2,dellma_input
3,28.589898413646473,7.022475566863474,city2,dellma_input
4,29.519218719377886,15.156013535989143,city2,dellma_input
5,35.7263795280842,19.66373276713908,city2,dellma_input
6,38.79964331081799,25.91367686538069,city2,dellma_input
7,39.61234786495762,35.80285053106728,city2,dellma_input
8,39.6324726794352,39.35981363726748,city2,dellma_input
9,38.029137948002095,46.10913304177227,city2,dellma_input
10,45.316192477880314,50.559395519495226,city2,dellma_input
11,54.813223040127454,55.31016243030312,city2,dellma_input
12,59.047489884131906,59.61527944203843,city2,dellma_input
13,67.76927087743304,64.97154222654297,city2,dellma_input
14,72.17218051761705,74.35917077924083,city2,dellma_input
15,76.23689306077745,80.52847385165308,city2,dellma_input
16,90.20601496214313,82.06181158033613,city2,dellma_input
17,96.1137204467019,93.67180454909217,city2,dellma_input
18,100.50110517007128,105.21055051537152,city2,dellma_input
19,113.90886902439331,121.70927357500494,city2,dellma_input
20,119.08339993037275,133.58512870847474,city2,dellma_input
21,116.09144283185302,154.0602741809371,city2,dellma_input
22,107.01898383177074,178.34596259087377,city2,dellma_input
23,110.58691439620584,190.28927478631653,city2,dellma_input
24,119.25553305347009,203.16115485202042,city2,dellma_input
25,131.82940753831457,221.07211529003345,city2,dellma_input
26,129.69074851568865,247.0597351566416,city2,dellma_input
27,137.9294926274254,258.996440839322,city2,dellma_input
28,148.82752054490714,277.76174432469156,city2,dellma_input
29,158.20498568186358,303.06191208172703,city2,dellma_input
30,157.69796786136905,326.4970392298385,city2,dellma_input
