day,infected_population,recovered_population,city_id,data_role
1,69.9803153334738,11.12072534483355,city6,dellma_input
2,82.89040622602393,25.297357070428042,city6,dellma_input
3,98.44986826477411,36.21850017764704,city6,dellma_input
4,108.4508850493561,51.32038557786736,city6,dellma_input
5,109.33910707718806,66.19512593914416,city6,dellma_input
6,125.6119255856783,81.18902784400488,city6,dellma_input
7,133.81997913736024,99.06806533012806,city6,dellma_input
8,150.94625122219773,117.75888666523868,city6,dellma_input
9,163.70707368218228,136.77038920297773,city6,dellma_input
10,161.59654501284808,167.72338322335935,city6,dellma_input
11,180.635970846137,189.29582004855658,city6,dellma_input
12,185.02382407690942,213.93111443431212,city6,dellma_input
13,192.87026069366362,243.5106774652596,city6,dellma_input
14,200.68612910354167,270.55847247555664,city6,dellma_input
15,211.9328078850092,297.9093058645967,city6,dellma_input
16,235.98779488580428,326.03287063222126,city6,dellma_input
17,253.00616774207208,360.9552183671034,city6,dellma_input
18,265.6230141948337,394.215102173705,city6,dellma_input
19,280.32886113061755,430.8622068424289,city6,dellma_input
20,294.66826963289924,468.9657638304384,city6,dellma_input
21,307.8746614812584,506.5611006314742,city6,dellma_input
22,331.17981445454603,544.316967657752,city6,dellma_input
23,358.7491160307746,592.6191032719678,city6,dellma_input
24,380.7843076911383,642.2883620019203,city6,dellma_input
25,396.2612398379846,700.9530400708308,city6,dellma_input
26,424.9061097623867,762.7435162482823,city6,dellma_input
27,441.1906505979204,821.3279989557975,city6,dellma_input
28,456.98244294476876,888.9841215892702,city6,dellma_input
29,480.3240858293642,957.1121637803312,city6,dellma_input
30,513.3350215049056,1034.0025817744245,city6,dellma_input
